latoutlet,lonoutlet,areaUSGS,latdiff,londiff,latind,lonind,areaup
42.03732,-72.93899,53.92,0.02517999999999887,0.0014900000000039881,1.0,1.0,118.38
41.30593,-72.5312,14.84,0.0065700000000035175,0.03130000000000166,1.0,1.0,197.21
42.70897,-73.19677,112.16,0.021470000000000766,0.009270000000000778,1.0,2.0,541.72
42.31953,-74.43654,612.51,0.007030000000000314,0.0009600000000062892,2.0,1.0,698.28
42.37703,-74.41292,83.84,0.060470000000002244,0.02458000000000027,1.0,0.0,1070.11
42.42897,-74.47293,43.76,0.00853000000000037,0.03543000000000518,1.0,2.0,1070.11
41.86648,-74.4871,99.57,0.053980000000002804,0.04959999999999809,0.0,1.0,280.71
39.30694,-74.82056,79.32,0.005560000000002674,0.0080600000000004,1.0,1.0,158.7
42.14481,-74.65349,424.1,0.04269000000000034,0.03400999999999499,2.0,0.0,481.53
42.1062,-74.73043,64.45,0.04370000000000118,0.04292999999999836,1.0,1.0,624.82
42.12009,-74.81849,85.63,0.05758999999999759,0.005989999999997053,0.0,1.0,815.86
42.1662,-75.13989,859.68,0.021299999999996544,0.047610000000005925,1.0,1.0,284.93
41.99537,-74.50099,9.7,0.0578700000000012,0.0615099999999984,0.0,0.0,174.32
41.08815,-75.03767,305.88,0.02564999999999884,0.024829999999994357,1.0,2.0,9889.84
41.10667,-74.95222,167.72,0.04417000000000115,0.014719999999996958,0.0,1.0,9500.83
41.08481,-75.21462,175.21,0.022309999999997387,0.02711999999999648,0.0,2.0,372.49
40.66176,-75.62685,135.84,0.025739999999998986,0.06064999999999543,1.0,1.0,110.73
39.885,-74.50528,5.38,0.05250000000000199,0.05722000000000094,1.0,0.0,248.21
38.90578,-75.51275,9.0,0.03171999999999997,0.04975000000000307,1.0,1.0,107.41
38.22892,-75.47144,141.54,0.04142000000000223,0.03394000000000119,0.0,1.0,786.79
38.21389,-75.67139,11.18,0.026389999999999247,0.016109999999997626,1.0,1.0,140.37
38.72833,-75.56186,187.41,0.0408299999999997,0.0006400000000041928,0.0,1.0,551.26
38.99719,-75.78581,292.04,0.05969000000000335,0.0266900000000021,0.0,1.0,490.96
42.54118,-75.89964,382.99,0.021320000000002892,0.0378599999999949,1.0,1.0,503.94
41.79091,-77.01469,31.48,0.02159000000000333,0.047809999999998354,1.0,0.0,691.03
41.92313,-77.53193,233.91,0.01436999999999955,0.03056999999999732,1.0,2.0,280.42
41.70702,-76.48467,553.94,0.019519999999999982,0.04716999999999416,2.0,4.0,20785.28
41.07814,-76.43106,701.78,0.015639999999997656,0.006439999999997781,1.0,2.0,151.51
41.57895,-78.29251,13.62,0.016449999999998965,0.019990000000007058,0.0,1.0,224.86
41.4759,-77.82582,355.06,0.038400000000002876,0.013319999999993115,0.0,1.0,471.55
41.38951,-77.69082,120.0,0.047989999999998645,0.00332000000000221,1.0,1.0,115.82
41.05951,-77.60583,113.54,0.0029899999999969396,0.043329999999997426,1.0,3.0,1540.44
41.52174,-77.44748,1557.05,0.0407599999999988,0.009979999999998768,1.0,4.0,1567.98
41.47368,-77.23081,97.49,0.036180000000001655,0.04331000000000529,1.0,1.0,165.86
41.41841,-77.03275,452.68,0.019089999999998497,0.02975000000000705,1.0,1.0,508.55
41.32508,-76.91246,1129.49,0.012579999999999814,0.02504000000000417,1.0,1.0,1247.91
41.35702,-76.53467,60.64,0.04451999999999856,0.02782999999999447,0.0,0.0,161.74
40.68367,-78.23362,115.3,0.003830000000000666,0.04612000000000194,1.0,1.0,481.37
40.37092,-77.40221,38.77,0.05841999999999814,0.035290000000003374,0.0,1.0,235.02
39.62997,-76.40331,244.37,0.05752999999999986,0.03418999999999528,1.0,3.0,273.56
39.51078,-76.6765,155.85,0.0517200000000031,0.01099999999999568,1.0,2.0,466.13
39.45189,-76.95531,72.7,0.014389999999998793,0.017809999999997217,1.0,2.0,409.43
39.25597,-77.05106,59.09,0.05653000000000219,0.011439999999993233,1.0,1.0,114.15
39.27669,-79.39031,6.12,0.0358099999999979,0.04719000000000051,1.0,1.0,132.87
39.57006,-79.10194,124.65,0.007559999999998013,0.03943999999999903,1.0,1.0,299.14
38.63567,-79.33782,463.85,0.051830000000002485,0.02531999999999357,3.0,3.0,586.82
39.89842,-78.13223,27.9,0.03907999999999845,0.05526999999999305,1.0,1.0,84.25
38.33763,-79.24004,44.74,0.02512999999999721,0.05253999999999337,0.0,2.0,188.47
38.63706,-78.8528,543.36,0.05044000000000182,0.040300000000002,2.0,3.0,824.68
38.69345,-78.64279,245.05,0.0059499999999985675,0.04470999999999492,3.0,2.0,1335.11
39.08122,-78.32945,263.98,0.018720000000001846,0.016949999999994247,2.0,3.0,396.64
39.25455,-77.57638,232.0,0.05794999999999817,0.013880000000000337,2.0,3.0,25118.5
39.61236,-77.23744,267.18,0.04986000000000246,0.049940000000006535,0.0,1.0,284.92
39.01955,-77.57749,859.17,0.0429499999999976,0.014989999999997394,2.0,5.0,28086.39
38.58734,-77.4286,19.34,0.02483999999999753,0.008899999999997021,0.0,1.0,54.38
38.53068,-77.8136,1605.1,0.03182000000000329,0.0010999999999938836,1.0,5.0,1651.76
38.32513,-78.09556,463.15,0.012630000000001473,0.033060000000006085,1.0,4.0,1188.37
37.87708,-76.90052,71.84,0.060420000000000584,0.03697999999999979,2.0,1.0,200.49
37.63375,-76.69635,277.39,0.05375000000000085,0.008849999999995362,1.0,3.0,321.19
38.04235,-79.88144,407.72,0.020150000000001,0.05606000000000222,1.0,0.0,682.98
38.2454,-79.76866,156.34,0.05789999999999651,0.04384000000000299,0.0,1.0,188.83
37.8029,-80.047,424.78,0.009599999999998943,0.015500000000002956,3.0,3.0,237.11
37.72901,-80.04228,396.78,0.04151000000000238,0.020219999999994798,3.0,4.0,414.95
38.1954,-79.57032,285.41,0.007899999999999352,0.007819999999995275,1.0,1.0,549.23
37.50624,-80.10671,276.15,0.05626000000000175,0.044210000000006744,2.0,4.0,762.66
37.71542,-78.98169,240.77,0.02792000000000172,0.044190000000000396,0.0,2.0,908.87
37.70236,-79.02752,123.34,0.014859999999998763,0.03498000000000445,1.0,2.0,228.36
37.86959,-78.82335,245.45,0.057090000000002306,0.010850000000004911,0.0,2.0,440.44
37.41542,-78.63584,22.0,0.022080000000002542,0.05165999999999826,1.0,1.0,238.15
37.06709,-77.60249,288.52,0.004590000000000316,0.03999000000000308,1.0,3.0,356.88
36.99737,-78.34972,144.82,0.05986999999999654,0.037220000000004916,0.0,2.0,371.01
36.37083,-77.02556,583.66,0.058329999999997995,0.036940000000001305,1.0,4.0,560.75
37.14013,-80.26643,280.72,0.0473700000000008,0.04607000000000028,2.0,2.0,317.77
37.41763,-79.93532,30.54,0.01986999999999739,0.00217999999999563,1.0,1.0,117.23
37.04514,-79.8442,298.11,0.01735999999999649,0.03170000000000073,1.0,3.0,486.37
37.1732,-79.52031,485.41,0.014299999999998647,0.04219000000000506,1.0,3.0,510.24
37.12681,-78.95974,427.77,0.06069000000000102,0.022239999999996485,1.0,2.0,424.42
37.07931,-78.76362,252.58,0.016809999999999548,0.048879999999996926,0.0,1.0,384.52
36.57097,-80.12949,221.13,0.008470000000002642,0.0580099999999959,1.0,2.0,235.65
36.56819,-79.98726,270.61,0.005690000000001305,0.049760000000006244,1.0,3.0,383.94
36.61958,-79.50419,288.53,0.05707999999999913,0.05831000000000586,0.0,2.0,4928.04
36.39778,-79.19667,121.69,0.03972000000000264,0.009169999999997458,2.0,2.0,317.38
36.19417,-78.58306,428.37,0.006669999999999732,0.020560000000003242,1.0,3.0,606.3
36.18333,-77.87611,460.85,0.0041700000000020054,0.06139000000000294,1.0,2.0,1136.81
35.06417,-77.46139,447.58,0.0016699999999971737,0.023889999999994416,2.0,3.0,687.94
35.98722,-79.20611,19.57,0.04972000000000065,0.018609999999995352,0.0,1.0,91.02
35.18278,-79.1775,19.73,0.004719999999998947,0.010000000000005116,1.0,1.0,758.7
34.82889,-77.83222,1569.48,0.016390000000001237,0.01972000000000662,1.0,4.0,1804.87
36.07139,-81.40306,131.47,0.008890000000000953,0.03444000000000358,1.0,2.0,493.36
36.175,-81.16889,233.66,0.012500000000002842,0.018609999999995352,1.0,2.0,1380.52
36.25028,-81.04444,322.27,0.062220000000003495,0.018060000000005516,1.0,2.0,354.06
36.31139,-80.80722,205.3,0.0011099999999970578,0.005279999999999063,1.0,2.0,911.82
36.00056,-80.74556,400.53,0.061939999999999884,0.05805999999999756,1.0,4.0,178.35
35.33472,-80.33556,144.55,0.022219999999997242,0.02306000000000097,1.0,1.0,282.13
35.38722,-79.83139,273.48,0.05028000000000077,0.018889999999998963,1.0,2.0,279.56
35.68583,-82.06028,329.54,0.0016699999999971737,0.0022199999999941156,2.0,2.0,475.08
35.83361,-81.71194,521.99,0.021110000000000184,0.024439999999998463,0.0,2.0,2695.17
35.68444,-81.40333,216.67,0.0030599999999978422,0.03417000000000314,1.0,3.0,230.88
35.59069,-81.56704,66.48,0.028190000000002158,0.004540000000005762,1.0,2.0,94.98
35.42345,-82.1115,203.85,0.014049999999997453,0.049000000000006594,1.0,2.0,341.17
35.49306,-81.68222,154.99,0.05555999999999983,0.005279999999999063,0.0,2.0,335.49
34.81398,-83.30599,526.77,0.001480000000000814,0.006510000000005789,1.0,1.0,745.5
34.89037,-83.53044,151.28,0.04713000000000278,0.03206000000000131,1.0,1.0,175.94
33.68263,-82.85792,87.87,0.004869999999996821,0.04541999999999291,1.0,2.0,722.44
33.7293,-82.18179,1408.38,0.04180000000000206,0.0057099999999934425,0.0,2.0,16197.86
32.93766,-81.81539,79.49,0.0001600000000010482,0.00288999999999362,1.0,2.0,142.68
32.16798,-81.48817,590.47,0.019519999999999982,0.05066999999999666,1.0,3.0,7588.26
33.09985,-83.72351,187.96,0.03735000000000355,0.03601000000000454,0.0,1.0,648.01
32.23944,-83.50167,420.29,0.051940000000001874,0.06082999999999572,1.0,3.0,403.61
31.99139,-82.92194,129.11,0.053889999999999105,0.015559999999993579,0.0,2.0,290.04
33.25236,-83.48128,490.8,0.060139999999996974,0.043779999999998154,1.0,3.0,742.7
30.35885,-82.0815,1748.37,0.046350000000000335,0.019000000000005457,2.0,4.0,707.13
27.56865,-80.79617,111.56,0.006150000000001654,0.016329999999996403,1.0,2.0,191.09
28.87453,-81.48938,297.7,0.06203000000000003,0.05187999999999704,0.0,3.0,910.23
29.97941,-81.85204,348.43,0.041910000000001446,0.03954000000000235,2.0,2.0,311.83
30.1133,-81.90649,451.06,0.050799999999998846,0.031009999999994875,2.0,2.0,476.9
27.37504,-81.79647,886.4,0.062460000000001514,0.016030000000000655,2.0,1.0,2668.23
27.48726,-82.02342,93.6,0.04975999999999914,0.03907999999999845,0.0,1.0,146.93
27.052,-81.78453,540.65,0.010500000000000398,0.027969999999996276,1.0,0.0,392.8
27.34366,-82.15676,312.34,0.031159999999999854,0.03073999999999444,1.0,1.0,452.88
27.47365,-82.2112,174.27,0.03614999999999924,0.02370000000000516,0.0,1.0,220.8
27.79197,-82.35204,73.84,0.020530000000000825,0.03954000000000235,1.0,1.0,1094.63
28.31195,-82.05591,649.56,0.0005500000000004945,0.00659000000000276,2.0,1.0,1001.72
28.57277,-82.15536,413.48,0.010269999999998447,0.03213999999999828,2.0,1.0,1954.09
30.68056,-82.56056,3322.15,0.006940000000000168,0.0019400000000047157,2.0,4.0,5102.6
30.09827,-83.47181,176.27,0.03576999999999941,0.03431000000000495,0.0,1.0,208.64
30.12937,-84.49435,271.12,0.05812999999999846,0.05684999999999718,1.0,2.0,300.29
32.01766,-85.29577,290.1,0.04484000000000066,0.01672999999999547,2.0,2.0,422.31
32.19556,-83.90222,122.87,0.0080600000000004,0.0352800000000002,1.0,1.0,213.39
31.76444,-84.25333,1365.12,0.04805999999999955,0.059169999999994616,1.0,4.0,1444.65
31.34295,-85.61049,1781.61,0.030449999999998312,0.047989999999998645,1.0,2.0,1849.24
31.59489,-85.783,1292.51,0.032389999999999475,0.02949999999999875,0.0,1.0,1443.69
31.02768,-86.70996,227.51,0.03481999999999985,0.02245999999999526,1.0,1.0,219.15
31.5735,-86.25162,1292.79,0.010999999999999233,0.06087999999999738,1.0,0.0,1472.85
31.59627,-86.40552,1145.22,0.03377000000000052,0.03198000000000434,1.0,1.0,1323.7
31.4185,-86.98664,445.72,0.01899999999999835,0.04913999999999419,1.0,2.0,482.53
34.57037,-84.46882,10.32,0.007869999999996935,0.0313199999999938,1.0,1.0,61.52
34.87202,-84.72133,21.37,0.05951999999999913,0.0338299999999947,0.0,1.0,110.68
34.24278,-84.88972,84.01,0.055280000000003326,0.04778000000000304,0.0,0.0,4447.23
32.91679,-86.27025,682.41,0.020710000000001116,0.04224999999999568,1.0,0.0,716.06
33.06679,-85.87913,491.38,0.0042899999999974625,0.05836999999999648,1.0,1.0,704.66
32.58291,-86.9036,527.55,0.020409999999998263,0.033900000000002706,0.0,1.0,600.69
31.99626,-87.06832,675.24,0.05875999999999948,0.005819999999999936,2.0,1.0,675.26
34.46667,-88.28361,40.56,0.029170000000000584,0.02889000000000408,1.0,0.0,303.52
34.3925,-88.355,28.71,0.045000000000001705,0.04250000000000398,1.0,1.0,303.52
34.28538,-87.39891,231.83,0.02711999999999648,0.038589999999999236,1.0,1.0,230.42
33.47928,-87.59723,578.94,0.041780000000002815,0.03472999999999615,0.0,2.0,897.76
33.41345,-87.51056,15.82,0.02405000000000257,0.051940000000001874,1.0,0.0,897.76
33.42484,-87.64251,148.62,0.012659999999996785,0.04498999999999853,1.0,1.0,151.13
32.99735,-87.62223,83.42,0.059849999999997294,0.05973000000000184,1.0,1.0,78.54
31.74432,-88.02251,422.68,0.056819999999998316,0.03999000000000308,0.0,1.0,49215.9
31.70694,-89.40694,1927.13,0.019439999999999458,0.030559999999994147,1.0,3.0,2019.16
31.42583,-89.41472,789.94,0.011669999999998737,0.022779999999997358,1.0,4.0,1554.23
31.02528,-89.01667,137.28,0.03722000000000136,0.04582999999999515,1.0,1.0,339.67
30.73611,-88.78111,1144.2,0.04861000000000004,0.031390000000001805,0.0,6.0,309.15
30.80908,-88.45863,1454.33,0.0034199999999984243,0.021129999999999427,1.0,2.0,1471.53
30.55861,-89.12194,249.23,0.0038899999999983947,0.05943999999999505,1.0,3.0,646.46
30.48361,-89.27444,800.66,0.04610999999999876,0.03806000000000154,0.0,3.0,184.88
41.96173,-78.19807,254.44,0.02423000000000286,0.0105700000000013,1.0,1.0,475.72
41.76645,-78.71864,100.1,0.046050000000001035,0.031139999999993506,1.0,1.0,128.69
41.85256,-79.31727,784.85,0.040059999999996876,0.004769999999993502,1.0,4.0,9092.29
42.01533,-79.78255,239.67,0.047170000000001266,0.029949999999999477,1.0,0.0,163.18
41.63117,-78.57669,20.31,0.056330000000002656,0.014189999999999259,1.0,1.0,82.71
41.57534,-78.69225,161.11,0.012839999999997076,0.004750000000001364,1.0,2.0,235.64
40.7159,-79.69949,357.15,0.02839999999999776,0.01198999999999728,0.0,2.0,29405.69
40.52035,-79.93811,14.89,0.042149999999999466,0.0006099999999946704,1.0,1.0,177.36
38.80927,-79.88173,487.29,0.0032300000000020646,0.055769999999995434,3.0,2.0,639.6
39.12705,-79.46838,222.79,0.060450000000003,0.030879999999996244,2.0,1.0,225.83
39.61564,-79.70477,517.38,0.05313999999999908,0.017269999999996344,1.0,1.0,3247.89
39.65614,-79.39411,127.4,0.03135999999999939,0.04339000000000226,2.0,0.0,1022.11
39.70219,-79.13639,161.48,0.014690000000001646,0.051109999999994216,2.0,1.0,154.71
40.36285,-81.86236,70.35,0.05035000000000167,0.04985999999999535,0.0,1.0,7855.82
40.13257,-82.14792,363.41,0.05492999999999881,0.03958000000000084,1.0,2.0,355.94
39.06369,-81.8818,400.85,0.0011900000000011346,0.05570000000000164,1.0,2.0,1646.35
36.39333,-81.40694,527.86,0.04417000000000115,0.030559999999994147,3.0,3.0,569.46
36.64596,-80.91924,102.0,0.04153999999999769,0.018259999999997945,2.0,1.0,3105.22
37.03763,-80.55672,794.64,0.024869999999999948,0.005780000000001451,3.0,1.0,6984.66
37.26818,-80.70951,773.32,0.04431999999999903,0.022009999999994534,3.0,5.0,8755.43
38.54373,-79.83312,345.06,0.018770000000003506,0.020619999999993865,1.0,1.0,385.16
38.379,-80.48397,329.68,0.05850000000000222,0.046469999999999345,2.0,1.0,676.16
38.29539,-80.52648,207.41,0.0171100000000024,0.0360199999999935,2.0,0.0,905.17
37.67316,-82.28014,2425.06,0.014339999999997133,0.03235999999999706,5.0,1.0,2692.23
38.64369,-83.21574,32.95,0.04381000000000057,0.028239999999996712,1.0,1.0,1171.42
38.80368,-83.42102,1003.21,0.00882000000000005,0.016480000000001382,1.0,3.0,1041.26
38.85813,-83.92854,568.5,0.045630000000002724,0.008960000000001855,0.0,1.0,182342.42
39.72284,-83.88271,170.91,0.03533999999999793,0.05478999999999701,0.0,0.0,618.9
37.16509,-83.30796,158.22,0.022410000000000707,0.004540000000005762,2.0,1.0,758.43
37.15203,-83.7602,422.72,0.03546999999999656,0.052300000000002456,3.0,1.0,485.5
37.64202,-84.66078,822.34,0.045479999999997744,0.026719999999997412,3.0,2.0,1059.44
38.87811,-85.25718,71.41,0.0593900000000005,0.05531999999999471,1.0,1.0,128.24
37.83284,-85.29607,1128.58,0.02033999999999736,0.016429999999999723,3.0,0.0,1419.49
40.26531,-87.6428,691.56,0.04719000000000051,0.04470000000000596,1.0,1.0,695.66
39.81255,-86.9539,357.65,5.000000000165983e-05,0.01640000000000441,1.0,1.0,482.31
39.01004,-87.94559,814.69,0.052460000000003504,0.008089999999995712,1.0,1.0,814.31
39.76171,-86.72945,7.75,0.050789999999999225,0.04194999999999993,1.0,1.0,308.36
39.27477,-85.70165,237.09,0.03773000000000337,0.014150000000000773,1.0,1.0,416.85
38.80422,-85.67386,755.22,0.008279999999999177,0.013639999999995212,2.0,1.0,803.42
39.07033,-85.48608,29.72,0.00782999999999845,0.04858000000000118,1.0,1.0,145.78
37.47227,-88.54727,111.13,0.034770000000001744,0.01523000000000252,0.0,1.0,198.27
35.14333,-82.82472,178.67,0.04417000000000115,0.012219999999999231,1.0,2.0,359.32
35.65306,-82.40528,14.08,0.03443999999999647,0.03221999999999525,1.0,0.0,48.82
35.39611,-82.9375,72.95,0.041389999999999816,0.0,2.0,1.0,300.97
35.46167,-82.86972,133.43,0.024169999999998026,0.05722000000000094,2.0,1.0,303.07
35.6675,-83.07361,127.02,0.020000000000003126,0.011110000000002174,2.0,2.0,1231.8
35.83151,-82.18429,112.16,0.019010000000001526,0.0032099999999957163,1.0,1.0,133.73
36.76039,-81.63123,198.16,0.05210999999999899,0.05626999999999782,2.0,0.0,476.18
36.23917,-81.82222,235.6,0.05167000000000144,0.009720000000001505,1.0,1.0,254.91
36.89678,-81.74623,578.21,0.04072000000000031,0.05872999999999706,1.0,1.0,570.04
35.78562,-83.8846,696.76,0.02687999999999846,0.05289999999999395,3.0,1.0,971.07
35.15,-83.37972,361.14,0.03750000000000142,0.05777999999999395,3.0,1.0,869.68
35.15889,-83.39417,145.86,0.02861000000000047,0.043329999999997426,2.0,2.0,869.68
35.1275,-83.61861,134.52,0.060000000000002274,0.05611000000000388,2.0,1.0,37.89
34.62425,-86.30637,813.8,0.061750000000003524,0.006129999999998859,0.0,1.0,1091.4
34.83556,-88.28806,66.99,0.02306000000000097,0.024439999999998463,1.0,1.0,210.15
35.49591,-87.8328,1163.03,0.05841000000000207,0.02030000000000598,2.0,1.0,1131.01
46.94688,-91.7924,224.35,0.009380000000000166,0.02009999999999934,1.0,1.0,299.67
46.63327,-92.09408,1091.25,0.05422999999999689,0.03158000000000527,4.0,5.0,759.7
46.48661,-90.6963,1619.85,0.04910999999999888,0.008799999999993702,3.0,3.0,1527.92
46.58411,-88.57597,419.83,0.02161000000000257,0.013469999999998095,1.0,1.0,499.95
47.22854,-88.38539,76.62,0.04104000000000241,0.05210999999999899,0.0,1.0,241.42
46.57502,-85.26955,1909.59,0.012520000000002085,0.04295000000000471,4.0,5.0,1991.25
46.03053,-86.16125,2945.89,0.031970000000001164,0.026250000000004547,1.0,5.0,2943.93
45.94302,-86.7057,473.57,0.005519999999997083,0.01819999999999311,1.0,2.0,545.3
46.4991,-87.88652,115.87,0.061599999999998545,0.050979999999995584,0.0,1.0,334.52
45.75552,-87.20152,1184.37,0.05698000000000292,0.014020000000002142,1.0,8.0,1185.12
45.76357,-88.46318,362.57,0.048929999999998586,0.025679999999994152,2.0,4.0,294.12
45.18997,-88.73344,1205.53,0.0024700000000024147,0.045940000000001646,1.0,5.0,261.12
42.35337,-85.35389,98.04,0.040869999999998186,0.04139000000000692,0.0,1.0,2925.07
43.24976,-84.98113,95.78,0.06226000000000198,0.043629999999993174,0.0,1.0,200.7
43.46418,-86.23257,1048.28,0.026679999999998927,0.0450699999999955,1.0,2.0,1084.45
43.94501,-86.27869,1769.19,0.007510000000003458,0.03381000000000256,3.0,0.0,1884.06
44.43639,-85.69868,2243.63,0.0011099999999970578,0.011179999999995971,2.0,1.0,2402.57
46.18585,-84.59783,548.29,0.001649999999997931,0.03533000000000186,1.0,4.0,657.9
45.27446,-84.60003,487.16,0.038040000000002294,0.03753000000000384,3.0,3.0,459.97
42.80086,-83.09021,64.31,0.011639999999999873,0.027709999999999013,1.0,2.0,110.23
41.5045,-84.42967,1064.0,0.05799999999999983,0.00782999999999845,1.0,1.0,428.08
40.92283,-83.34881,608.07,0.014670000000002403,0.036310000000000286,3.0,3.0,1746.91
41.02228,-83.10964,388.21,0.040219999999997924,0.04713999999999885,2.0,1.0,317.39
41.11367,-83.16825,95.21,0.05116999999999905,0.019249999999999545,1.0,1.0,2538.04
41.927,-80.60397,455.3,0.010500000000000398,0.04147000000000389,3.0,2.0,638.75
41.992,-80.29117,11.65,0.05449999999999733,0.021330000000006066,0.0,0.0,245.66
42.86395,-78.28363,196.47,0.05145000000000266,0.02886999999999773,2.0,1.0,242.7
42.12229,-77.95722,750.88,0.059789999999999566,0.01972000000000662,2.0,1.0,738.38
42.53562,-77.70416,231.84,0.02687999999999846,0.016660000000001673,2.0,2.0,501.26
42.39313,-76.54494,91.9,0.04437000000000069,0.01756000000000313,2.0,1.0,485.01
43.74729,-75.33435,232.45,0.059789999999999566,0.02185000000000059,0.0,1.0,835.61
44.86894,-72.2701,302.19,0.056440000000002044,0.04240000000000066,3.0,2.0,332.44
47.80555,-98.71622,4862.02,0.006950000000003342,0.028720000000006962,4.0,16.0,5037.41
47.22916,-98.12482,1897.33,0.04166000000000025,0.06231999999999971,1.0,6.0,9764.15
47.26663,-96.24478,2407.05,0.045870000000000744,0.05728000000000577,3.0,1.0,428.75
48.34109,-96.81812,600.82,0.028590000000001226,0.005619999999993297,1.0,1.0,581.21
48.13834,-100.53986,1509.83,0.04916000000000054,0.022639999999995553,4.0,4.0,30072.69
48.58889,-100.44208,3206.1,0.026389999999999247,0.004580000000004247,4.0,1.0,2197.71
48.26463,-92.56599,2357.59,0.04787000000000319,0.003489999999999327,7.0,4.0,2472.6
48.39578,-93.54933,4383.51,0.04171999999999798,0.013170000000002346,8.0,1.0,4756.87
45.29163,-96.48756,1046.78,0.020870000000002165,0.05006000000000199,2.0,6.0,3034.32
45.30803,-90.95652,1477.29,0.0044699999999977535,0.019019999999997594,1.0,1.0,1670.48
45.44913,-89.97931,220.44,0.011629999999996699,0.041809999999998126,1.0,3.0,321.69
44.82191,-90.07958,576.3,0.009410000000002583,0.01708000000000709,1.0,3.0,656.61
43.57414,-90.64319,689.33,0.011639999999999873,0.04430999999999585,1.0,1.0,871.62
42.73999,-91.2618,3858.21,0.052489999999998815,0.050700000000006185,2.0,10.0,787.63
42.72027,-90.81929,695.33,0.0327699999999993,0.006789999999995189,0.0,2.0,211305.42
42.7311,-90.64041,370.79,0.04359999999999786,0.04708999999999719,0.0,1.0,1247.67
41.90281,-89.69622,376.35,0.03468999999999767,0.00871999999999673,1.0,1.0,401.32
41.70002,-91.48767,65.38,0.012520000000002085,0.050169999999994275,1.0,1.0,71.15
43.03328,-92.50354,776.76,0.029220000000002244,0.05895999999999901,1.0,3.0,1404.21
41.18698,-90.96737,1151.57,0.0005200000000016303,0.029870000000002506,1.0,1.0,823.8
41.24688,-93.26607,882.73,0.059379999999997324,0.04643000000000086,3.0,5.0,893.87
41.30055,-93.04548,234.21,0.011949999999998795,0.017020000000002256,2.0,3.0,1061.56
41.219,-92.90853,964.76,0.031500000000001194,0.02897000000000105,3.0,3.0,1006.02
40.39241,-91.59788,1027.55,0.04509000000000185,0.03538000000000352,1.0,10.0,37687.74
40.14282,-91.33737,905.56,0.04467999999999961,0.024870000000007053,2.0,1.0,924.65
39.81799,-91.5177,922.83,0.005490000000001771,0.044799999999995066,2.0,6.0,95.6
39.58483,-91.99349,212.64,0.02232999999999663,0.05598999999999421,1.0,3.0,2282.83
39.43143,-91.67627,275.38,0.00607000000000113,0.01122999999999763,2.0,1.0,587.59
39.52046,-91.34275,536.4,0.04204000000000008,0.030249999999995225,3.0,3.0,7252.98
39.0088,-90.97754,2407.41,0.05369999999999919,0.04004000000000474,3.0,7.0,407.13
40.63004,-87.72392,1158.76,0.057459999999998956,0.03642000000000678,3.0,3.0,1411.01
41.36587,-89.49843,505.09,0.05337000000000103,0.06092999999999904,0.0,1.0,1274.03
40.33032,-90.89624,1695.67,0.01782000000000039,0.04125999999999408,1.0,3.0,1709.4
39.5067,-88.52756,96.21,0.05579999999999785,0.034940000000005966,2.0,0.0,1728.81
39.40587,-88.89646,254.12,0.031629999999999825,0.0410399999999953,1.0,1.0,264.49
