hru_id,lat_cen,lon_cen,AREA,elev_mean,aridity_Im,seasonalityOfAridity_Imr,annualSnowFraction_fs,clusters
1518862,41.93231,-77.6206,234489445.18,606.673640167,0.6442055,0.40045184,0.24197227,2
1532000,41.66388,-76.6915,556695090.84,486.784313725,0.6335461,0.39395076,0.17373861,2
1539000,41.23694,-76.3416,705231987.754,404.009887006,0.64282674,0.41758254,0.18187469,2
1542810,41.6115,-78.2881,13578328.5429,555.461538462,0.6726509,0.4102581,0.18940128,2
1544500,41.58549,-77.72149,363084293.169,576.865546218,0.6428973,0.40171403,0.24022222,2
1545600,41.46426,-77.64025,123626576.137,565.023809524,0.62580127,0.42708212,0.2017116,2
1547700,41.04534,-77.74363,115192481.727,404.92920354,0.6190759,0.43841523,0.18761332,2
1548500,41.71098,-77.50991,1558005419.15,581.999357739,0.61447096,0.3967811,0.20020713,2
1549500,41.51403,-77.13671,98915263.2096,555.737373737,0.5983057,0.39721015,0.17002362,0
1550000,41.53137,-76.9518,456324596.588,529.750551876,0.61985487,0.39815542,0.17371856,2
1552000,41.4651,-76.60305,1129571081.29,511.527062999,0.6302157,0.4105108,0.18112749,2
1552500,41.37431,-76.46825,62057773.5793,548.081967213,0.639046,0.41687617,0.18232517,2
1557500,40.74115,-78.21291,117781988.484,491.398305085,0.6279888,0.4425218,0.21073906,2
1567500,40.38734,-77.44,39503808.9163,286.378378378,0.6222581,0.4673331,0.13661115,0
1580000,39.693,-76.53141,246968175.38,195.170731707,0.58714885,0.4373018,0.06932664,3
1583500,39.53296,-76.76289,163426268.521,167.845679012,0.5720285,0.44212884,0.05586928,3
1586610,39.48942,-77.01429,72809190.0539,215.718309859,0.5771522,0.46363544,0.024219852,3
1591400,39.30656,-77.06386,59609953.9105,171.45,0.58522207,0.45617336,0.0,3
1594950,39.28331,-79.41151,6104755.46381,847.666666667,0.68273205,0.3496703,0.13523035,2
1596500,39.63149,-79.05898,127509184.707,749.448818898,0.6769196,0.36850724,0.20456927,2
1605500,38.52689,-79.45611,474384867.642,870.905263158,0.65522873,0.37824753,0.08826677,3
1613050,39.92316,-78.16761,27962014.5027,393.464285714,0.600389,0.4502523,0.07069501,3
1620500,38.37592,-79.27321,61339485.3611,913.140625,0.601938,0.3992442,0.07074289,3
1632000,38.70073,-78.96078,547286614.258,605.693989071,0.5929126,0.38205686,0.021409102,3
1632900,38.5445,-78.72713,249206632.838,410.401606426,0.5639685,0.39066678,0.0,3
1634500,39.06919,-78.44939,264494916.568,441.780769231,0.56848615,0.4060678,0.010493021,3
1638480,39.2006,-77.67379,233835164.481,175.122362869,0.55878544,0.4403917,0.0,3
1639500,39.6456,-77.05279,267173151.362,193.505617978,0.5909914,0.49252057,0.07386893,3
1644000,38.99276,-77.80391,859599216.676,187.087108014,0.53881925,0.42557406,0.0,3
1658500,38.6079,-77.44194,23693404.3074,102.318181818,0.51336575,0.43823302,0.0,3
1664000,38.67616,-78.06367,1604664956.23,244.768224299,0.5407092,0.39562243,0.0,3
1666500,38.43387,-78.24173,466183566.846,266.173447537,0.55996424,0.40096122,0.0,3
1669000,37.86945,-76.96508,75314402.4682,30.8421052632,0.54328907,0.43229398,0.0,3
1669520,37.73868,-76.80353,277684100.378,29.0324909747,0.5423558,0.43699586,0.0,3
2011400,38.20913,-79.7187,409886628.683,816.078239609,0.66587347,0.4019092,0.07903721,3
2011460,38.28783,-79.75221,235863759.12,903.658333333,0.66587526,0.40190902,0.079038315,3
2013000,37.75112,-80.18125,436140984.234,691.887871854,0.5758401,0.42221424,0.0,3
2014000,37.59871,-80.21602,397255814.123,728.295165394,0.57846564,0.41539028,0.0,3
2015700,38.32088,-79.5311,286338595.071,800.263157895,0.6448642,0.4010333,0.076312274,3
2017500,37.46102,-80.31146,285793027.561,705.374125874,0.5944763,0.39255235,0.0,3
2027000,37.82809,-79.02662,241316842.293,554.959183673,0.544559,0.39966545,0.0,3
2027500,37.76551,-79.10871,127874923.801,626.11627907,0.551455,0.39706835,0.0,3
2028500,37.9313,-78.86402,246195629.821,428.404,0.5352191,0.40350118,0.0,3
2038850,37.43049,-78.66836,23801651.5127,205.291666667,0.5312828,0.43919033,0.0,3
2046000,37.09514,-77.73643,290882671.643,83.7147766323,0.54529464,0.4438489,0.0,3
2051000,37.05035,-78.37505,145106076.424,148.056737589,0.5400341,0.45967433,0.0,3
2053200,36.36082,-77.24109,581611695.663,19.0667808219,0.5496441,0.39931104,0.0,3
2053800,37.10785,-80.25445,288523921.622,706.610921502,0.60092914,0.3817578,0.0,3
2055100,37.43629,-79.93072,33335121.9873,439.352941176,0.54214734,0.3882589,0.0,3
2056900,37.06031,-80.00858,299463129.891,472.113712375,0.57648665,0.3838375,0.0,3
2059500,37.30298,-79.65126,486464640.882,336.322245322,0.5420702,0.388456,0.0,3
2064000,37.24936,-78.97491,427987131.669,208.20990566,0.5301795,0.4331427,0.0,3
2065500,37.21614,-78.76502,252752436.914,185.351778656,0.5312828,0.43919033,0.0,3
2069700,36.62832,-80.24892,228683935.486,452.769565217,0.6052681,0.34785154,0.0,3
2070000,36.66006,-80.07252,279274202.922,331.985611511,0.5991827,0.355731,0.0,3
2074500,36.6951,-79.60934,288797135.865,243.847222222,0.56630975,0.39827386,0.0,3
2077200,36.3001,-79.22655,126344657.224,190.341463415,0.55842835,0.43732166,0.0,3
2081500,36.30158,-78.71923,432826680.088,147.758064516,0.5493793,0.41882712,0.0,3
2082950,36.34491,-77.94634,461926825.348,88.5172413793,0.55427754,0.40939423,0.0,3
2092500,35.04197,-77.59285,435178972.238,25.9471264368,0.57249933,0.38235492,0.0,3
2096846,36.00844,-79.18314,19580373.962,222.947368421,0.5563355,0.42273405,0.0,3
2102908,35.15365,-79.20346,20061049.1775,98.9444444444,0.5472479,0.39738888,0.0,3
2108000,35.03089,-77.93157,1566834693.47,32.7281429483,0.5650961,0.37585336,0.0,3
2111180,36.15054,-81.51122,130872686.677,637.284615385,0.6485091,0.312486,0.0,3
2111500,36.27627,-81.27746,233352397.709,563.411255411,0.61821693,0.32646918,0.0,3
2112120,36.34773,-81.09049,329796212.11,527.905198777,0.6151374,0.32784033,0.0,3
2112360,36.40685,-80.89124,206820611.132,482.8,0.55544114,0.35442007,0.0,3
2118500,36.08394,-80.90133,400534723.969,359.4825,0.567587,0.34902063,0.0,3
2125000,35.39405,-80.35288,145076680.417,196.965753425,0.5352337,0.43104538,0.0,3
2128000,35.52624,-79.83953,271998550.271,218.682656827,0.5510753,0.39677188,0.0,3
2137727,35.63735,-82.17798,329306576.046,661.701219512,0.69623166,0.27051908,0.0,3
2140991,36.00279,-81.72571,522115378.496,632.095785441,0.6408913,0.32837123,0.0,3
2143000,35.66546,-81.57067,222108236.824,448.063063063,0.6002779,0.36230633,0.0,3
2143040,35.59558,-81.62254,68188558.4836,548.910447761,0.61360836,0.3548731,0.0,3
2149000,35.51801,-82.1143,203730283.722,476.614634146,0.67654914,0.30532914,0.0,3
2152100,35.54407,-81.75365,156680740.907,466.871794872,0.6100842,0.35866782,0.0,3
2177000,34.95726,-83.20273,527237715.473,763.699432892,0.7348163,0.35018033,0.0,3
2178400,34.95456,-83.53256,152124273.544,877.5,0.7412959,0.34810883,0.0,3
2193340,33.72247,-82.91338,89611854.0133,168.636363636,0.51134324,0.44952983,0.0,3
2196000,33.93154,-82.07636,1408728278.26,141.852377573,0.5195571,0.4650397,0.0,3
2198100,32.96411,-81.87391,79750791.3116,83.141025641,0.4721755,0.41298178,0.0,3
2202600,32.27786,-81.63132,623348639.725,35.2060702875,0.48853084,0.42012382,0.0,3
2212600,33.17211,-83.71004,189796987.916,152.457446809,0.51713794,0.47189105,0.0,3
2215100,32.28677,-83.68396,425519519.426,110.269767442,0.5165801,0.5145168,0.0,3
2216180,32.033,-83.02374,128084431.25,82.2777777778,0.5062857,0.5006911,0.0,3
2221525,33.35787,-83.63598,493289863.399,167.160569106,0.518298,0.47170064,0.0,3
2231000,30.39226,-82.25822,1857401206.73,38.2531030761,0.5588069,0.41752747,0.0,3
2231342,27.53918,-80.86047,193785283.183,21.4114583333,0.5010032,0.43892223,0.0,3
2235200,28.94932,-81.56596,300679635.808,21.6858108108,0.50084317,0.4038858,0.0,3
2245500,29.90454,-81.87821,351110668.954,36.2714285714,0.5358132,0.47359884,0.0,3
2246000,30.14773,-81.96393,451226996.227,32.6563876652,0.5553242,0.4549036,0.0,3
2296500,27.46053,-81.62867,892254069.57,27.3766816143,0.5007751,0.4547491,0.0,3
2297155,27.55556,-82.04248,97922382.3649,34.1958762887,0.47854552,0.46680582,0.0,3
2298123,27.11558,-81.64642,541305280.377,19.1512915129,0.5094059,0.47869003,0.0,3
2298608,27.40547,-82.13156,313855211.996,21.5819935691,0.4958822,0.48991665,0.0,3
2299950,27.54762,-82.14564,176805909.4,33.0224719101,0.47887546,0.46724564,0.0,3
2300700,27.76227,-82.31141,85851934.915,22.4285714286,0.4762655,0.46376643,0.0,3
2310947,28.29261,-81.86051,581557904.061,36.1729452055,0.4934441,0.39755955,0.0,3
2312200,28.52137,-81.99847,466713560.226,28.7645788337,0.5121088,0.4184196,0.0,3
2314500,30.96462,-82.48767,2808498813.29,41.543772242,0.55262405,0.46539816,0.0,3
2324400,30.1699,-83.41212,210247359.176,25.5358851675,0.5723954,0.46865734,0.0,3
2327100,30.22819,-84.5581,299936977.186,21.0067340067,0.62712514,0.43596178,0.0,3
2342933,32.0259,-85.41945,290045114.961,112.020477816,0.5821192,0.42989752,0.0,3
2349900,32.24049,-83.83836,124290914.639,109.303278689,0.5165877,0.5145174,0.0,3
2350900,32.06963,-84.50098,1365618553.36,140.629493764,0.5459595,0.4673441,0.0,3
2361000,31.5878,-85.4648,1779331143.65,115.224535734,0.59725505,0.42840642,0.0,3
2363000,31.86853,-85.65737,1292639522.79,137.30431433,0.61349624,0.42342418,0.0,3
2369800,31.08605,-86.66848,231140261.935,79.5418502203,0.6583847,0.39391968,0.0,3
2371500,31.86585,-85.98757,1257447749.4,135.314036479,0.6137584,0.43375182,0.0,3
2372250,31.85455,-86.26075,1145578105.23,136.955497382,0.61163175,0.445606,0.0,3
2374500,31.54226,-87.04522,458238696.577,116.963203463,0.64185107,0.39090672,0.0,3
2381600,34.58065,-84.44773,10332015.642,487.5,0.7227747,0.3611837,0.0,3
2384540,34.87645,-84.67944,22128448.0924,683.142857143,0.65853333,0.41499972,0.0,3
2395120,34.29213,-84.85154,85273255.2753,269.549450549,0.632816,0.41510084,0.0,3
2408540,33.0645,-86.10783,683870571.717,248.085545723,0.6254071,0.43344042,0.0,3
2415000,33.1761,-85.8773,491754849.773,284.87195122,0.62619126,0.4264616,0.0,3
2422500,32.80011,-86.8317,599962650.484,145.426666667,0.62333643,0.45213723,0.0,3
2427250,31.87034,-86.96174,680652672.393,97.75,0.62786394,0.41406974,0.0,3
2430085,34.47513,-88.24518,40728129.2939,150.487804878,0.63786924,0.5477024,0.0,3
2430615,34.40587,-88.33822,32519545.0043,146.451612903,0.63529915,0.5489071,0.0,3
2450250,34.34126,-87.43027,242698356.008,252.142259414,0.65366966,0.512863,0.0,3
2464000,33.65248,-87.61254,581797633.537,148.493955095,0.6257791,0.5023391,0.0,3
2464146,33.40951,-87.49377,15843529.1911,139.714285714,0.62242043,0.47211614,0.0,3
2464360,33.47046,-87.68256,148988265.691,114.527027027,0.61936706,0.4779788,0.0,3
2465493,32.96997,-87.52709,86620505.0011,110.340659341,0.60434073,0.46394688,0.0,3
2469800,31.81058,-87.90436,422889492.197,77.2635294118,0.6412435,0.41747543,0.0,3
2472000,32.04441,-89.44991,1927706040.94,116.744548287,0.64180744,0.43700475,0.0,3
2472500,31.58678,-89.65944,789462347.326,113.348600509,0.65265423,0.4146015,0.0,3
2479155,31.09826,-89.00637,138174881.616,65.4892086331,0.6566192,0.39446437,0.0,3
2479300,30.86789,-89.16585,1153440416.89,61.0574912892,0.6645504,0.36053738,0.0,3
2479560,31.15039,-88.38732,1455855607.57,65.3896907216,0.6668844,0.34053624,0.0,3
2481000,30.68013,-89.20747,250493447.362,48.1394422311,0.6620988,0.3566534,0.0,3
2481510,30.76983,-89.41421,801498770.88,66.0666666667,0.6605017,0.36343756,0.0,3
3010655,41.917,-78.05065,255123891.566,623.182170543,0.6647881,0.40742543,0.2041168,2
3011800,41.77314,-78.6213,101159129.843,633.069306931,0.68864924,0.41057485,0.2038457,2
3015500,41.92132,-79.50262,831402122.192,489.290516206,0.68228585,0.42349303,0.2105758,2
3021350,42.08496,-79.65858,249007346.281,485.067460317,0.6636534,0.51287043,0.22570235,2
3026500,41.66179,-78.60745,20326424.354,615.523809524,0.68864924,0.41057485,0.2038457,2
3028000,41.6411,-78.70014,166219159.181,597.085365854,0.68864924,0.41057485,0.2038457,2
3049000,40.85365,-79.69503,356449668.562,377.284507042,0.62185025,0.40529144,0.13150139,0
3049800,40.54501,-79.92033,15995820.5907,337.823529412,0.62185025,0.40529144,0.13150139,0
3050000,38.63665,-79.9917,489502228.663,868.042944785,0.730048,0.3295145,0.16624625,2
3066000,39.1121,-79.40344,225237202.135,1021.14035088,0.68269336,0.34969562,0.1351547,2
3070500,39.70254,-79.61803,518449760.085,609.338491296,0.6558858,0.3749818,0.08134669,3
3076600,39.63308,-79.32267,128328249.985,751.346456693,0.6836972,0.3600963,0.21863434,2
3078000,39.64484,-79.19674,165173295.378,788.915151515,0.6836972,0.3600963,0.21863434,2
3140000,40.41155,-81.82219,71312134.6824,305.776315789,0.6053187,0.43622163,0.12531072,0
3144000,40.22812,-82.20653,365106628.581,304.969863014,0.59381944,0.44844058,0.117867224,0
3159540,39.15754,-82.00967,400872784.518,251.396508728,0.5888047,0.41333723,0.072487414,3
3161000,36.2835,-81.56,533641676.993,1028.03932584,0.650569,0.31153512,0.0,3
3165000,36.6152,-80.88652,117503464.574,798.637931034,0.6388414,0.32562587,0.0,3
3170000,36.96028,-80.36053,800070399.924,757.817610063,0.60827595,0.35539958,0.0,3
3173000,37.15808,-80.94939,775858554.194,785.355584082,0.617179,0.38978222,0.030682456,3
3180500,38.60639,-79.7417,346491412.01,1055.53623188,0.74455523,0.3253002,0.2303515,2
3186500,38.32717,-80.2816,332119946.466,1069.04229607,0.7256212,0.35832644,0.15783426,2
3187500,38.26585,-80.36093,207997753.163,1073.86893204,0.7233947,0.35998014,0.155008,2
3213700,37.42337,-81.81715,2431417123.37,530.446046129,0.61175716,0.40514043,0.00965005,3
3237280,38.6753,-83.23609,33221594.0096,294.636363636,0.6039775,0.4668883,0.07028888,3
3237500,38.98767,-83.51467,1001433797.34,274.354291417,0.5930983,0.48328593,0.06942626,3
3238500,39.04821,-83.8235,564170306.222,288.035523979,0.59109604,0.49976483,0.06786043,3
3241500,39.75141,-83.73149,173481938.347,321.379310345,0.5813849,0.49807268,0.12009891,0
3280700,37.08573,-83.24657,158563969.791,465.75625,0.6025656,0.4813627,0.0,3
3281100,37.04821,-83.74724,425258055.578,377.825059102,0.62814647,0.42363763,0.0,3
3285000,37.50358,-84.59942,823303373.646,312.344660194,0.62600195,0.48351446,0.0,3
3291780,38.93342,-85.28097,71524041.8125,262.845070423,0.62223834,0.4536196,0.06889222,3
3300400,37.76492,-85.07018,1128560976.3,250.50931677,0.63060164,0.53947914,0.0,3
3338780,40.4083,-87.57334,691775069.462,218.84804631,0.5421422,0.453584,0.1680629,0
3340800,39.9127,-86.76077,363412201.318,264.726775956,0.5729128,0.5057988,0.06487456,3
3346000,39.26438,-87.91749,828751833.159,182.028880866,0.5515161,0.4991342,0.06342202,3
3357350,39.76604,-86.73865,26112311.1938,262.115384615,0.5735137,0.50658417,0.06121784,3
3364500,39.40363,-85.49655,242417794.98,278.09623431,0.617214,0.49897715,0.07853083,3
3366500,38.87915,-85.47663,762703711.396,242.873350923,0.6178346,0.46872762,0.06861875,3
3368000,39.09304,-85.44026,32490643.0028,260.09375,0.6200438,0.49670315,0.0707482,3
3384450,37.53076,-88.52769,112284035.644,191.72972973,0.56630987,0.54807955,0.0,3
3439000,35.20181,-82.89101,178186134.979,976.175141243,0.7765745,0.26832864,0.0,3
3450000,35.67619,-82.39731,14130886.2171,1215.33333333,0.69623166,0.27051908,0.0,3
3455500,35.34507,-82.93173,71469823.085,1453.98571429,0.7765745,0.26832864,0.0,3
3456500,35.4052,-82.82776,137329072.161,1239.2173913,0.7765745,0.26832864,0.0,3
3460000,35.61913,-83.12672,127620093.073,1233.34645669,0.6952,0.39815035,0.0,3
3463300,35.77672,-82.22239,113159756.42,1213.28571429,0.69623166,0.27051908,0.0,3
3471500,36.75424,-81.48407,198295369.242,902.535714286,0.6554848,0.34107357,0.044675346,3
3479000,36.21826,-81.76806,237773414.142,1035.37394958,0.6651554,0.30480188,0.0,3
3488000,36.97149,-81.52858,573764479.121,805.343103448,0.64082235,0.36506066,0.03498598,3
3498500,35.68465,-83.7414,700366406.805,628.498571429,0.6715966,0.47522458,0.0,3
3500000,35.02575,-83.38489,362470594.909,848.230769231,0.7660297,0.32074222,0.0,3
3500240,35.14094,-83.48454,148940399.363,892.598684211,0.7906169,0.29867202,0.0,3
3504000,35.07389,-83.55945,134558801.122,1197.80147059,0.77514595,0.31477368,0.0,3
3574500,34.87494,-86.20704,859232481.294,376.914918415,0.68097186,0.48504227,0.0,3
3592718,34.79907,-88.25998,67002320.3961,162.0,0.6641731,0.53537226,0.0,3
3604000,35.4039,-87.56998,1163375084.62,264.883361921,0.6844457,0.5065521,0.0,3
4015330,47.04074,-91.81157,225841557.172,377.122270742,0.59770286,0.36225307,0.21999753,2
4024430,46.49096,-92.35951,1094574964.69,326.518721461,0.49086544,0.3472894,0.18303934,0
4027000,46.34832,-90.65961,1547181299.42,398.523963731,0.54233354,0.41451946,0.21510349,0
4040500,46.57021,-88.40539,421659315.725,490.425531915,0.61267096,0.5234903,0.2726152,2
4043050,47.27758,-88.35696,76657521.2243,295.310810811,0.6594304,0.5178366,0.29348215,2
4045500,46.36934,-85.35636,1967476700.89,246.373536896,0.5979284,0.6154463,0.23019396,2
4056500,46.30359,-86.12346,2984088934.39,241.128978224,0.60935706,0.58769363,0.22970453,2
4057510,46.11331,-86.71963,491769669.614,242.141683778,0.64343274,0.57291216,0.2305236,2
4057800,46.53925,-87.90923,121984376.89,503.894308943,0.67887354,0.5602145,0.32492492,2
4059500,46.00745,-87.60948,1188839710.43,332.070219966,0.6162069,0.5491775,0.27115163,2
4063700,45.75714,-88.66187,371323105.908,470.851351351,0.5792914,0.46628946,0.22684346,2
4074950,45.44013,-88.9448,1216308755.07,487.813168724,0.5797865,0.4519783,0.22428781,2
4105700,42.42235,-85.34681,100886292.318,280.52,0.51988685,0.4976647,0.17940588,0
4115265,43.32061,-84.97807,96121884.3598,281.861702128,0.5295603,0.57582235,0.16550024,0
4122200,43.57678,-85.97828,1022763587.46,258.641601563,0.5728051,0.57802486,0.21693218,2
4122500,43.83757,-85.90229,1800667708.86,274.286111111,0.57982063,0.57515305,0.22416617,2
4124000,44.59585,-85.18064,2288768417.09,359.279790485,0.57719016,0.5593695,0.23270997,2
4127918,46.25035,-84.80878,602481440.563,241.011608624,0.64081657,0.6241724,0.25362507,2
4127997,45.17807,-84.66674,504199216.735,333.800395257,0.59661096,0.57235307,0.24102448,2
4161580,42.82868,-83.14737,66550499.2781,306.393939394,0.51169497,0.53311735,0.1879698,0
4185000,41.74268,-84.34039,1064235290.11,263.018779343,0.51308393,0.5138529,0.18084393,0
4196800,40.72635,-83.38813,608087642.997,269.258116883,0.53233314,0.48198926,0.1852656,0
4197100,41.00882,-82.89848,388907105.078,289.146529563,0.5644331,0.48230597,0.1902055,0
4197170,41.09424,-83.03923,95972357.9276,262.316326531,0.528341,0.5102964,0.19247797,0
4213000,41.82698,-80.42422,466140621.254,303.883116883,0.6293857,0.4921012,0.20151791,2
4213075,42.00196,-80.25421,11944868.6198,268.0,0.6223746,0.51949465,0.2209238,2
4216418,42.75192,-78.29011,196966214.618,465.671717172,0.6312921,0.4652713,0.26617327,2
4221000,42.04271,-77.83314,751800745.354,627.774365821,0.64709437,0.40432733,0.23738703,2
4224775,42.48247,-77.81241,232592867.502,494.712446352,0.62216187,0.40852123,0.20886369,2
4233000,42.33949,-76.56091,92628864.3044,374.591397849,0.6249387,0.3988943,0.16974622,2
4256000,43.80078,-75.13987,238283975.311,493.991525424,0.7239719,0.4723269,0.27895784,2
4296000,44.73579,-72.33451,301130245.604,385.735099338,0.7628632,0.38133574,0.281202,2
5056000,47.89041,-99.78578,5648201533.11,497.797663303,0.3331343,0.5315494,0.2057952,0
5057200,47.38532,-98.4633,1900432123.16,452.307894737,0.32909745,0.42142946,0.17622624,0
5062500,47.29279,-95.74421,2435955240.21,430.262510254,0.40793973,0.2796348,0.14358138,0
5087500,48.38709,-96.33644,720867448.534,325.842249657,0.380234,0.5213231,0.15457438,0
5120500,47.91088,-100.52493,1728841020.95,508.257672264,0.3166216,0.540208,0.2075853,0
5123400,48.70619,-100.02359,3220714594.88,529.234307023,0.38320884,0.60796005,0.22187427,0
5129115,47.93253,-92.49377,2373768052.12,432.207013097,0.5685201,0.4266509,0.21468528,0
5131500,47.89957,-93.04927,4344210389.53,409.834866605,0.51630014,0.41456103,0.20439114,0
5291000,45.3101,-96.82433,1058837773.15,419.022641509,0.35217318,0.20527454,0.1541115,4
5362000,45.46055,-90.42755,1494342007.45,451.836680054,0.57253504,0.42263854,0.20586367,0
5393500,45.44003,-90.10102,225959675.403,503.053097345,0.58782923,0.4312815,0.20720764,2
5399500,44.93566,-90.21284,578583165.128,422.125,0.5567153,0.42485118,0.1604589,0
5408000,43.7423,-90.57475,689803349.697,351.355907781,0.5149955,0.3320425,0.09489892,0
5412500,43.00549,-91.80977,4026247395.2,338.356929955,0.52752465,0.34307417,0.09818129,0
5413500,42.86026,-90.83821,710475979.111,298.033898305,0.5299295,0.41864398,0.11245867,0
5414000,42.86922,-90.57086,368718302.12,306.263586957,0.5331805,0.41648823,0.11208813,0
5444000,42.01625,-89.66494,377293487.227,253.466843501,0.55239207,0.46188453,0.1387116,0
5454000,41.72616,-91.43576,68408940.2149,244.885714286,0.4860913,0.3899166,0.1134004,0
5458000,43.34699,-92.67934,783466553.867,365.86928934,0.50808966,0.3231414,0.094080165,0
5466500,41.25057,-90.44661,1163877567.13,224.47386461,0.49653605,0.46241686,0.139044,0
5487980,41.07717,-93.48353,878098654.992,301.935227273,0.49303174,0.28733832,0.09433301,0
5488200,41.20208,-93.18416,234942197.443,276.554112554,0.48785794,0.2825256,0.0954642,0
5489000,41.05913,-93.01767,974949280.698,276.724489796,0.49001935,0.27361077,0.098058976,0
5495000,40.62587,-92.1206,1029880369.56,236.004863813,0.48785642,0.33198956,0.11711077,0
5495500,40.20244,-91.19345,885748060.207,199.718644068,0.4978377,0.39117393,0.13947435,0
5501000,39.81869,-91.85982,929876596.126,218.227712137,0.49490902,0.39651486,0.14256175,0
5503800,39.66386,-92.13309,212697358.484,235.688995215,0.5008681,0.3789307,0.13722636,0
5507600,39.3216,-91.66963,275865513.9,227.535055351,0.51918536,0.45342577,0.10441553,0
5508805,39.41802,-91.46657,536518715.895,218.05893186,0.50346285,0.45672727,0.11265835,0
