hru_id,lat_cen,lon_cen,AREA,elev_mean,aridity_Im,seasonalityOfAridity_Imr,annualSnowFraction_fs,clusters
5514500,39.11872,-91.31462,2410552742.91,221.377546778,0.49658075,0.46736088,0.09523123,0
5525500,40.56901,-87.69909,1158264597.47,217.42118863,0.53318983,0.4490364,0.16172807,0
5556500,41.55567,-89.29558,507094540.085,248.71031746,0.51830846,0.44143316,0.14180827,0
5584500,40.49562,-90.88143,1711920465.75,205.065268065,0.506726,0.42242002,0.14496055,0
5591550,39.50988,-88.43897,97124521.6578,209.642105263,0.53670454,0.5074254,0.099041276,0
5592050,39.47326,-88.88066,260928964.228,197.38697318,0.50861204,0.5108387,0.057256687,3
5592575,38.95564,-88.86565,116331229.15,178.264957265,0.5406857,0.53906316,0.057409257,3
5593575,38.38621,-89.3658,220519683.713,148.891402715,0.53880894,0.53555757,0.05871854,3
5593900,39.24096,-89.32379,145691842.168,203.265734266,0.49675298,0.5184933,0.05646108,3
5595730,38.33481,-89.10923,233332891.797,154.004291845,0.53880894,0.53555757,0.05871854,3
6037500,44.58498,-110.78422,1127597265.31,2408.53262787,0.3134467,0.6396759,0.42540225,5
6043500,45.19387,-111.22098,2120495989.09,2408.76334436,0.33212662,0.63884336,0.40893576,5
6154410,47.95907,-108.63415,47721428.1454,1321.97916667,0.1831896,0.2750801,0.14318532,6
6188000,44.90139,-110.10971,1730654633.36,2544.55889145,0.2861909,0.53573614,0.3701562,5
6221400,43.27801,-109.57356,231933434.898,3218.55172414,0.26012936,0.5300011,0.48282686,5
6224000,43.08602,-109.42326,485695443.141,3139.8447205,0.19405541,0.4081673,0.37013903,6
6278300,44.49079,-107.34573,59234696.3457,3055.84482759,0.1926249,0.23944004,0.24786961,6
6280300,44.02544,-109.66937,793864342.189,2903.78453739,0.26997277,0.49431276,0.4783325,5
6289000,44.88307,-107.70408,472407234.684,2416.14465409,0.1780321,0.23170415,0.26880166,6
6291500,45.03547,-107.7447,220726783.175,1950.98181818,0.16098928,0.22237775,0.16444223,6
6311000,44.09419,-107.08611,62961283.6034,2721.0483871,0.19829328,0.23004185,0.2532359,6
6332515,47.74909,-102.83901,191549037.12,715.056701031,0.22285731,0.44522247,0.15565975,6
6339100,47.27559,-103.00956,529571719.092,756.763157895,0.2177639,0.23917319,0.14501037,6
6344600,47.08057,-103.18072,408922928.899,820.110294118,0.21639419,0.235418,0.14725609,6
6350000,46.50567,-102.93482,1506220877.62,830.473823724,0.20721227,0.16392633,0.1368002,4
6352000,46.28588,-102.95035,1443161497.13,855.583391003,0.19894336,0.15387627,0.14096871,4
6360500,45.23328,-102.38514,12601702393.8,803.044769011,0.20578882,0.18278563,0.09284747,4
6404000,43.8806,-103.44596,151875851.02,1533.5620915,0.19487424,0.18811013,0.08112631,4
6408700,44.12793,-103.88571,27478861.7717,2006.48148148,0.21607165,0.21339309,0.15358315,6
6409000,44.0179,-103.8816,209410406.989,2022.69194313,0.21655984,0.20463692,0.16130693,6
6431500,44.30712,-103.92124,427983755.7,1784.75638051,0.21622403,0.21188885,0.15635163,6
6440200,43.86969,-101.9572,654710263.993,786.259484067,0.20066036,0.14916743,0.07731507,4
6447000,43.2028,-102.56251,12869699967.0,992.789657582,0.19272567,0.15427402,0.068259805,4
6447500,43.11077,-101.97741,793167999.834,1035.48280255,0.20352094,0.15353765,0.06699381,4
6453600,43.01527,-99.05098,2104369372.0,596.02661597,0.294432,0.21638429,0.06940044,4
6464500,43.11313,-100.25694,2924731951.28,764.725102319,0.24989796,0.17934313,0.06549463,4
6468170,47.58715,-99.58698,2833185306.39,511.839266831,0.32575923,0.49436766,0.19658306,0
6470800,46.53032,-98.14881,995671254.519,431.997983871,0.32736635,0.408331,0.17536621,6
6477500,43.83596,-98.52748,1533658646.35,470.287206266,0.29543293,0.21077809,0.07274619,4
6479215,45.26566,-97.14514,178100154.739,577.926136364,0.3306822,0.24150696,0.15324302,4
6601000,42.21661,-96.54116,453163913.871,411.25,0.38989025,0.25677964,0.08164008,4
6614800,40.48575,-105.87174,4104877.72944,3406.25,0.23215799,0.25816828,0.39913186,6
6622700,41.39968,-106.45331,101518247.077,2851.66666667,0.19170165,0.33199233,0.32480055,6
6623800,40.96984,-106.75427,188701780.863,2919.46632124,0.24483941,0.58219236,0.38870332,5
6632400,41.47127,-106.23563,165148767.08,2995.63855422,0.17774443,0.27337778,0.30410644,6
6746095,40.52941,-105.88476,9257479.51504,3283.77777778,0.21686149,0.22208703,0.3823981,6
6784000,41.3055,-99.71753,6386995613.11,788.455912294,0.28724042,0.21664275,0.062474933,4
6803510,40.95361,-96.7152,118284404.687,385.401709402,0.3550028,0.21638669,0.08096831,4
6803530,41.06547,-96.6707,309727747.325,394.555194805,0.3681119,0.2825991,0.08581902,4
6814000,40.08843,-96.2556,717301360.729,400.8454039,0.3661024,0.14849444,0.08451556,4
6847900,39.60205,-100.5942,1539193678.27,855.225260417,0.22000304,0.14961365,0.06858997,4
6853800,39.911,-98.46654,597202608.009,566.626043406,0.27744335,0.18136875,0.045182105,4
6876700,39.21838,-98.0959,1054070440.99,450.568311195,0.28809097,0.1507727,0.04075847,4
6878000,39.19349,-97.27578,777888972.979,404.344072165,0.3470659,0.16079146,0.02016178,4
6879650,39.09235,-96.57892,12510935.1752,394.133333333,0.3702353,0.19633946,0.019294389,4
6885500,39.77304,-96.31728,1075162095.28,402.952513966,0.36373687,0.15023904,0.05548408,4
6888500,38.95412,-96.31369,842537936.645,401.26713948,0.4093379,0.20640135,0.02033187,4
6889200,39.40967,-95.91898,406490528.412,356.821686747,0.40162402,0.20935929,0.030009575,4
6892000,39.34979,-95.18342,1091623591.16,317.557586837,0.43158433,0.21311611,0.030369472,4
6903400,40.91745,-93.44752,483011128.998,321.12526096,0.5120195,0.28034312,0.09609903,0
6906800,38.56512,-93.13386,1411986471.8,277.719373219,0.5046312,0.36188087,0.04048189,3
6910800,38.69901,-96.08729,444585009.97,390.898648649,0.41779664,0.21703379,0.021445945,4
6911900,38.78887,-95.97568,291334266.098,372.163265306,0.42360866,0.24332403,0.023862327,4
6917000,38.01957,-94.97615,767516877.627,304.428571429,0.47507083,0.3363814,0.011150474,3
6918460,37.2418,-93.73992,650770385.198,349.551617874,0.5460527,0.45271719,0.0,3
6919500,37.64113,-93.99149,1069869437.56,289.859795729,0.53984624,0.41963524,0.014675799,3
6921070,37.46792,-93.18724,716892147.951,362.29707113,0.51321715,0.434821,0.0,3
6921200,37.68839,-93.18296,328764648.882,324.2,0.500671,0.40331724,0.0,3
6934000,37.57759,-92.2172,8267677513.16,350.254266005,0.51677793,0.46138704,0.004392757,3
7014500,37.81983,-91.3531,3851255034.08,321.016380655,0.5464429,0.47953892,0.009725911,3
7056000,35.93055,-93.11556,2147772710.7,452.575361643,0.53113925,0.5261253,0.0,3
7057500,36.85725,-92.10894,1456489521.23,324.52137931,0.51545805,0.52530515,0.0,3
7060710,36.04117,-92.28132,152359213.813,298.476510067,0.5095661,0.5436753,0.0,3
7066000,37.0933,-91.65536,1050679963.49,339.455323194,0.54251665,0.49683267,0.0,3
7071500,36.85366,-91.54155,2030337647.27,289.782480315,0.5282668,0.54590684,0.0,3
7083000,39.15028,-106.45968,66281505.182,3562.87692308,0.28345975,0.492314,0.46152347,5
7142300,37.68284,-99.2974,1923430675.45,676.478917231,0.2232537,0.1438098,0.0,4
7145700,37.37125,-97.5656,400651859.928,401.99751861,0.32212532,0.1725494,0.0,4
7148400,37.10984,-99.03979,2560537335.8,554.194520548,0.24222644,0.15097825,0.0,4
7149000,37.38117,-98.84362,2263974599.58,554.31460177,0.25620702,0.13806659,0.0,4
7151500,37.39766,-98.08738,2111834323.1,463.92745377,0.2940991,0.15657277,0.0,4
7167500,37.67957,-96.37992,321130838.448,381.681388013,0.42520902,0.24980715,0.0,4
7180500,38.13105,-96.77742,275782676.134,436.208029197,0.37781647,0.20193316,0.0,4
7184000,37.4319,-94.91913,514828860.885,280.949612403,0.5074642,0.41872498,0.0,3
7195800,36.28178,-94.40074,38576518.7864,403.815789474,0.5174214,0.44452107,0.0,3
7196900,35.88244,-94.42183,106547536.289,403.349056604,0.5107048,0.46276227,0.0,3
7208500,36.39679,-105.12278,159695279.739,2885.31707317,0.2566141,0.22926651,0.1436497,4
7226500,36.02758,-103.84928,5245940286.76,1636.95447619,0.13258748,0.143517,0.007874356,4
7261000,35.41851,-92.25418,455948193.587,215.522123894,0.50552607,0.589968,0.0,3
7263295,34.89321,-92.84509,119082750.847,235.694915254,0.5272893,0.58186996,0.0,3
7290650,31.93773,-90.55026,1694644307.48,93.055062167,0.6203799,0.4685522,0.0,3
7291000,31.65003,-90.71334,482234700.647,122.783057851,0.6228416,0.48252627,0.0,3
7295000,31.17087,-91.18492,466885728.828,82.8877118644,0.6406641,0.45164728,0.0,3
7299670,34.36296,-99.96767,830727573.072,500.616945107,0.19595994,0.119342126,0.0,4
7301410,35.51673,-100.36455,773729822.117,800.072632944,0.2002186,0.11655753,0.0,4
7315200,33.6511,-98.12063,502713073.133,300.833333333,0.2604511,0.28349495,0.0,4
7315700,34.24329,-97.72738,1491435150.05,286.504377104,0.25579378,0.33374932,0.0,4
7335700,34.64761,-94.5461,104134545.977,454.704761905,0.578982,0.57745725,0.0,3
7340300,34.42473,-94.17029,252137714.588,393.64940239,0.6159145,0.6090892,0.0,3
7346045,33.01187,-94.52671,963179068.139,107.391078838,0.5386454,0.60822517,0.0,3
7359610,34.44378,-93.70034,342439420.628,300.580645161,0.6024224,0.6062826,0.0,3
7362100,33.38465,-92.98727,996758150.586,71.5447236181,0.5739624,0.6012726,0.0,3
7362587,34.80462,-92.99225,70918246.9748,347.138888889,0.5403851,0.5812749,0.0,3
7373000,31.57295,-92.48152,134290796.053,55.1692307692,0.62896264,0.5431673,0.0,3
7375000,30.77443,-90.26352,253301543.964,58.869047619,0.650327,0.36542442,0.0,3
7376000,30.87905,-90.65774,649888083.968,72.3061538462,0.64326227,0.39176223,0.0,3
8013000,31.22562,-92.94477,1300209043.26,76.3100775194,0.62619597,0.52100986,0.0,3
8014500,30.94477,-92.98258,1325048584.27,60.3574115877,0.628598,0.46641022,0.0,3
8023080,32.04207,-93.85781,198912468.262,83.0757575758,0.56617475,0.58610445,0.0,3
8025500,31.42961,-93.4347,382750773.297,89.7057291667,0.6124151,0.5438462,0.0,3
8029500,30.9381,-93.84996,384219216.66,92.6919060052,0.6139546,0.47714898,0.0,3
8050800,33.62622,-96.98462,109211282.569,236.140186916,0.38165367,0.472689,0.0,3
8066200,30.83703,-94.90495,374878438.555,80.6766304348,0.5845251,0.47221455,0.0,3
8066300,30.60494,-94.77758,390797746.987,66.7525773196,0.5884382,0.46508175,0.0,3
8070000,30.58203,-95.29394,844715640.315,89.3428912784,0.52598554,0.48012194,0.0,3
8079600,33.24262,-101.85858,3512319980.06,941.525,0.13850224,0.14928068,0.0,4
8082700,33.27999,-99.58218,276840861.786,448.48,0.20174389,0.18491642,0.0,4
8086212,32.52923,-99.29992,1590129031.67,485.808564232,0.23877579,0.1811708,0.0,4
8086290,32.47544,-99.05131,733388669.52,455.199175824,0.24744058,0.20141089,0.0,4
8101000,31.50683,-98.15253,1184516649.55,378.947368421,0.3022382,0.3267458,0.0,4
8103900,30.91032,-98.11479,86263243.9405,375.908045977,0.29494962,0.34587014,0.0,4
8104900,30.66586,-97.97121,347913993.567,339.745614035,0.30194378,0.33895066,0.0,4
8109700,30.41359,-97.11498,621676995.588,140.237942122,0.33167166,0.38108733,0.0,4
8150800,30.46542,-99.1282,562139284.025,557.687719298,0.23343566,0.16979156,0.0,4
8155200,30.25722,-98.0296,241487686.834,331.0125,0.30890107,0.34544435,0.0,4
8158700,30.1453,-98.12048,321119744.874,371.318885449,0.31389347,0.36046493,0.0,4
8158810,30.16947,-97.97222,33737315.8348,319.485714286,0.29917264,0.31617457,0.0,4
8164000,29.30441,-97.01247,2120746099.61,76.0824305228,0.34299588,0.3484965,0.0,4
8164300,29.64917,-96.91521,865394144.825,100.071925754,0.36192572,0.40419832,0.0,4
8164600,28.95038,-96.96964,264075355.729,38.6188679245,0.35062397,0.29809693,0.0,4
8165300,30.05147,-99.5509,439984498.046,660.66893424,0.20109963,0.15266894,0.0,4
8171300,30.04894,-98.31502,1073941980.54,399.810584958,0.30914244,0.33261672,0.0,4
8175000,29.31199,-97.66095,1425291601.4,108.006315789,0.30702493,0.29988173,0.0,4
8176900,28.95212,-97.44086,925545871.665,92.2034632035,0.31868342,0.2819867,0.0,4
8178880,29.81589,-99.31528,851577263.922,552.062279671,0.21116665,0.15124479,0.0,4
8189500,28.51445,-97.6094,1816539186.04,71.5771334792,0.29610574,0.2566207,0.0,4
8190000,29.79795,-100.02904,1923160781.28,586.512767066,0.16258588,0.16660112,0.0,4
8190500,29.78435,-100.34543,1800693804.29,613.911960133,0.15462826,0.1760622,0.0,4
8194200,27.75367,-99.10959,1233462598.73,158.411860276,0.1522735,0.15758082,0.0,4
8195000,29.77502,-99.72608,1009896722.3,596.778109453,0.17211142,0.15467763,0.0,4
8196000,29.61316,-99.85071,344491186.476,561.403458213,0.17103243,0.15469213,0.0,4
8198500,29.63586,-99.5361,640770094.126,492.031007752,0.17942257,0.15277448,0.0,4
8200000,29.6567,-99.29425,249166008.974,472.303643725,0.21422656,0.1509755,0.0,4
8202700,29.54658,-99.3681,430697793.302,424.908466819,0.20234993,0.14799973,0.0,4
8267500,36.57883,-105.4843,96835450.6831,3158.24242424,0.2118214,0.2709707,0.2489025,6
8269000,36.46765,-105.41104,163286866.982,2923.32926829,0.25806037,0.24578865,0.17557214,6
8271000,36.51731,-105.46379,46391507.7987,3184.63829787,0.2385169,0.2944454,0.27865443,6
8324000,35.89207,-106.67371,1222219504.66,2590.58953393,0.21134934,0.40012053,0.19245563,6
8377900,35.8574,-105.56471,139087038.612,3109.81428571,0.20051423,0.26701865,0.16026312,6
8380500,35.72501,-105.43926,199617133.269,2648.57286432,0.1891419,0.20654316,0.096041426,4
9034900,39.74828,-105.90659,21395752.5615,3529.13636364,0.23945883,0.28736168,0.4108784,6
9035800,39.81809,-105.98585,22912281.4248,3283.72727273,0.24216779,0.32841015,0.42227328,6
9035900,39.73013,-106.0091,71669554.9532,3359.52777778,0.24608487,0.38776526,0.43875006,5
9047700,39.56378,-105.94456,24371107.2571,3257.25,0.23945883,0.28736168,0.4108784,6
9065500,39.63208,-106.22102,37808068.7081,3371.94871795,0.24989356,0.4454781,0.45477092,5
9066000,39.57866,-106.23261,32628904.6596,3249.5625,0.24989356,0.4454781,0.45477092,5
9066200,39.67954,-106.31259,16124840.1948,3310.375,0.24989356,0.4454781,0.45477092,5
9066300,39.67818,-106.35886,15677968.4159,3132.375,0.24989356,0.4454781,0.45477092,5
9081600,39.10714,-107.18846,436883264.66,3097.38443936,0.32826334,0.7374552,0.4657259,5
9107000,38.95066,-106.62829,331775242.425,3328.94817073,0.30728626,0.64421976,0.49699622,5
9210500,42.18357,-110.54558,398503355.463,2482.11221945,0.20902166,0.659889,0.41108996,5
9223000,42.23443,-110.72223,333857768.008,2575.6,0.22033437,0.68323374,0.42381302,5
9306242,39.89544,-108.54592,87706557.8943,2269.97752809,0.18461886,0.6498245,0.2979302,5
9312600,39.94972,-111.04445,198563676.948,2497.84422111,0.2569347,0.71738446,0.47718155,5
9352900,37.59993,-107.53186,187744647.055,3455.23560209,0.31999603,0.6483501,0.4360515,5
9378170,37.83662,-109.4215,21992434.3149,2631.79166667,0.12013038,0.5674248,0.19239053,6
9378630,37.78335,-109.4679,11601057.5996,2558.91666667,0.12013038,0.5674248,0.19239053,6
9386900,35.32126,-108.47239,186229052.936,2412.88108108,0.112585224,0.22496346,0.122225955,4
9404450,37.41291,-112.586,195917510.542,2213.69072165,0.14110525,0.54118454,0.22206967,6
9430500,33.34026,-108.18896,4809579858.8,2268.65771393,0.15361454,0.27972776,0.0,4
9430600,33.2252,-108.59094,190680257.504,2360.92021277,0.1597257,0.31081325,0.0,4
9447800,33.14117,-109.69413,777154810.557,1594.47164948,0.12711588,0.30132812,0.0,4
9480000,31.42516,-110.58471,269191641.238,1546.02631579,0.1330184,0.28929588,0.0,4
9484000,32.38747,-110.77781,98652779.2815,1807.9375,0.09968799,0.246754,0.0,4
9484600,31.86758,-110.6011,1240154253.17,1401.32255457,0.1149368,0.24390738,0.0,4
9492400,33.86829,-109.70757,120272488.493,2567.825,0.1369479,0.27290908,0.0,4
9497800,34.04412,-110.50846,751787902.466,1756.07968127,0.14084542,0.41186678,0.0,4
9497980,34.03231,-110.88509,516827866.117,1689.68593449,0.1551117,0.47388083,0.0,4
9505200,34.70001,-111.51264,287445654.304,1994.6366782,0.12809552,0.42215452,0.0,4
9505350,34.82415,-111.61534,369895241.139,1870.26541555,0.12941809,0.3951854,0.0,4
9505800,34.59887,-111.42759,624727315.344,2020.96656051,0.13012032,0.445061,0.0,4
9508300,34.17229,-111.58172,97861794.3428,1485.26041667,0.15142801,0.4485553,0.0,4
9510200,33.81381,-111.47289,428195303.288,1147.45260664,0.13572282,0.47208852,0.0,4
9512280,33.95865,-111.8852,190657137.338,1149.68947368,0.11268351,0.35926837,0.0,4
9513780,34.01047,-111.98727,190976207.815,1153.01515152,0.12414423,0.37326196,0.0,4
10023000,41.5837,-111.34368,147451476.565,2230.56462585,0.19212472,0.6515556,0.43208438,5
10166430,40.52187,-112.33161,2534535958.48,1614.08040993,0.21084031,0.6693537,0.27635035,5
10172700,39.93514,-112.35858,259824167.533,2029.73745174,0.18932684,0.63826644,0.27919063,5
10172800,40.50197,-112.57788,76513210.215,2205.58441558,0.15493685,0.56477445,0.16273588,6
10173450,37.62724,-112.69434,281686544.672,2780.67615658,0.12395786,0.33942476,0.24935995,6
10205030,38.97347,-111.52384,150918072.788,2622.78231293,0.13495371,0.37301567,0.26314026,6
10234500,38.28442,-112.43792,238369523.186,2802.59414226,0.1304745,0.29322505,0.21196477,6
10242000,37.70364,-113.19201,1903417407.68,1936.22356021,0.12189301,0.34183776,0.23054765,6
10244950,39.23253,-114.67992,28924328.9076,2712.93333333,0.13962825,0.42349684,0.27711135,6
10249300,38.78975,-117.13061,609007333.684,2069.21558872,0.117801934,0.4979255,0.3714827,5
10258000,33.80652,-116.60202,75713035.5148,1455.84810127,0.18112683,0.7100214,0.0,7
10258500,33.65134,-116.5111,285406187.561,1168.28125,0.13698988,0.5540756,0.0,7
10259000,33.76269,-116.59863,23657464.569,1362.23076923,0.18112683,0.7100214,0.0,7
10259200,33.56089,-116.3596,284581382.033,1192.71530249,0.04205477,0.21864855,0.0,4
10263500,34.42903,-117.74868,310255563.377,1480.08544304,0.2628004,0.80872375,0.0,7
10310500,39.11748,-119.84657,47654209.8849,1983.66,0.19648123,0.7934255,0.33952257,5
10316500,40.62362,-115.39398,90877362.5295,2714.34065934,0.1690488,0.682107,0.4516557,5
10329500,41.64141,-117.4187,513848550.44,1907.44660194,0.123798616,0.6802041,0.34229058,5
10336645,39.02197,-120.16849,20093583.5,2216.31578947,0.4099706,0.895053,0.28765646,5
10336660,39.09663,-120.20516,32456531.7716,2216.9,0.40019256,0.89298284,0.34726542,5
10336740,39.05474,-119.91651,7941523.76551,2301.875,0.19648123,0.7934255,0.33952257,5
10343500,39.42957,-120.27148,27336565.5746,2188.48275862,0.40019256,0.89298284,0.34726542,5
10348850,39.33875,-119.89175,22372211.6859,2539.63636364,0.19648123,0.7934255,0.33952257,5
10396000,42.64567,-118.73118,969592649.478,1815.57731959,0.13926579,0.72094506,0.32530165,5
11098000,34.25045,-118.14938,46668514.41,1066.2826087,0.2503389,0.7970023,0.0,7
11124500,34.65655,-119.78728,192512866.677,1001.20526316,0.33150047,0.80567294,0.0,7
11141280,35.27825,-120.52704,56053846.4608,562.462962963,0.24644317,0.74780667,0.0,7
11143000,36.24347,-121.68131,121322526.523,770.221311475,0.53493404,0.8997474,0.0,9
11148900,35.90448,-121.27133,386024582.635,564.238461538,0.37150708,0.8510307,0.0,7
11151300,36.26131,-120.8604,648423748.917,608.739599384,0.28620297,0.84759545,0.0,7
11162500,37.25977,-122.21675,119204047.587,340.366666667,0.29776135,0.8397393,0.0,7
11176400,37.4268,-121.5492,336782793.812,750.994029851,0.2571573,0.85150915,0.0,7
11180500,37.62082,-122.00207,27026030.9973,245.166666667,0.23561314,0.8204523,0.0,7
11180960,37.76372,-122.05706,17993894.8306,242.761904762,0.23953421,0.7940991,0.0,7
11224500,36.2753,-120.53071,325246238.481,797.464396285,0.2518628,0.8266261,0.0,7
11230500,37.34034,-118.86777,142192937.52,3207.23239437,0.35234952,0.84006035,0.7509687,8
11237500,37.18005,-119.16989,65206894.5875,2377.53225806,0.28390443,0.85534555,0.0,7
11253310,36.39478,-120.51718,235924181.076,681.594936709,0.24240035,0.818336,0.0,7
11264500,37.70889,-119.42502,472306667.471,2731.96367521,0.34319207,0.85881805,0.4106501,5
11274500,37.28551,-121.2949,530173795.91,439.069418386,0.20307018,0.83345693,0.0,7
11274630,37.44805,-121.34566,284394253.289,547.280141844,0.20307018,0.83345693,0.0,7
11284400,37.81537,-120.14274,41705013.5297,966.785714286,0.2581264,0.876266,0.0,7
11299600,37.99671,-120.61621,41116490.2973,424.523809524,0.19745094,0.82184464,0.0,7
11381500,40.23865,-121.67376,341301971.081,1200.00887574,0.5541497,0.9338155,0.0,9
11383500,40.15139,-121.61053,634095972.489,1168.12302839,0.52463204,0.92617744,0.0,9
11451100,39.19985,-122.72945,155471803.497,911.987012987,0.4478067,0.9150005,0.0,7
11468500,39.43312,-123.56776,273605809.572,283.590405904,0.557979,0.92578554,0.0,9
11473900,39.78906,-123.0736,1930441446.74,1117.92507804,0.57157797,0.93037,0.0,9
11475560,39.71402,-123.60395,16873276.7441,863.736842105,0.68658626,0.9357271,0.0,9
11476600,40.31625,-124.02728,72285226.153,492.657142857,0.8276302,0.9415904,0.0,9
11478500,40.42245,-123.63329,574988826.125,929.217013889,0.72486895,0.9389533,0.0,9
11480390,40.19288,-123.24386,243154701.938,1124.44628099,0.6624983,0.93649745,0.0,9
11481200,41.02266,-123.99714,106845243.967,313.875,0.73691505,0.93579906,0.0,9
11482500,41.06113,-123.89077,724010078.634,567.165075034,0.7328539,0.93597615,0.0,9
11522500,41.29337,-123.19039,1946341131.07,1292.87641026,0.6145278,0.9318728,0.0,9
11523200,41.22828,-122.64033,385086063.247,1623.57480315,0.5675771,0.9205944,0.0,9
11528700,40.47025,-123.23007,1982579596.34,1125.04828974,0.6458635,0.93443364,0.0,9
11532500,41.82748,-123.86791,1590193696.08,762.08040201,0.72444403,0.93225414,0.0,9
12010000,46.46081,-123.6762,142606100.636,279.430555556,0.87075114,0.85050243,0.0,9
12013500,46.56312,-123.55386,340705661.282,209.863905325,0.8700621,0.8544339,0.0,9
12020000,46.50506,-123.30769,296747972.67,388.25,0.83121943,0.8725378,0.0,9
12025000,46.63222,-122.70713,410923563.678,284.386308068,0.7585645,0.88856834,0.0,9
12025700,46.7305,-122.53443,105485095.044,605.148148148,0.7887807,0.88523835,0.0,9
12035000,47.22589,-123.46073,768996417.086,225.66319896,0.878216,0.8221538,0.0,9
12040500,47.64279,-124.00019,1155734753.49,478.894691036,0.9554415,0.7216971,0.0,9
12041200,47.81638,-123.90702,662489101.979,733.103915663,0.95074606,0.7332656,0.0,9
12043000,47.97022,-124.17418,348412529.929,440.04,0.96339005,0.7064816,0.0,9
12048000,47.89068,-123.1907,408235737.283,1269.54987835,0.888851,0.7946086,0.0,9
12054000,47.66744,-123.18342,178974084.239,1053.76136364,0.88857675,0.79508626,0.0,9
12056500,47.55524,-123.37884,147554936.161,1004.33561644,0.88617766,0.7979807,0.0,9
12073500,47.42608,-122.70479,15820013.6637,101.142857143,0.71263456,0.87335837,0.0,9
12082500,46.74625,-121.90131,360085039.437,1155.82739726,0.8761775,0.88214564,0.26029146,1
12092000,46.86965,-121.90561,241133151.609,1403.53361345,0.87770635,0.88269085,0.28870097,1
12095000,47.08944,-121.98308,233354169.052,622.770212766,0.79139405,0.83030164,0.0,9
12114500,47.31609,-121.49688,66571284.5523,1078.32835821,0.8246186,0.8533583,0.15928644,1
12115500,47.3286,-121.64408,43342202.0745,963.465116279,0.87225294,0.8200413,0.0,9
12117000,47.36518,-121.78525,45219585.4728,661.255319149,0.87225294,0.8200413,0.0,9
12141300,47.51573,-121.48327,404085706.581,1068.04197531,0.8232858,0.8434079,0.19527154,1
12143600,47.41115,-121.54207,165048040.908,993.26035503,0.8391865,0.8431691,0.11057235,1
12145500,47.48509,-121.88298,83890020.1509,440.130952381,0.8604614,0.8204892,0.0,9
12147500,47.74545,-121.67296,105382165.32,771.60952381,0.82291234,0.82191557,0.0,9
12147600,47.70613,-121.5639,16065852.1942,951.9375,0.82291234,0.82191557,0.0,9
12167000,48.30477,-121.79333,691891391.137,657.429190751,0.82233506,0.80135435,0.0,9
12175500,48.57632,-121.03261,274052748.613,1575.3442029,0.830231,0.7978772,0.6239515,8
12178100,48.61417,-121.21905,72597966.5487,1290.11267606,0.8519184,0.7856102,0.6240318,8
12186000,48.0522,-121.33279,398642012.937,1167.68261965,0.83675975,0.8249304,0.58240044,8
12358500,48.33106,-113.52549,2917030346.32,1729.76659822,0.39499092,0.5469984,0.34276184,5
12374250,47.79958,-114.77652,53297860.3089,1464.61538462,0.29906985,0.8002968,0.38445562,5
12375900,47.51015,-113.95571,19728035.0233,1868.85714286,0.30033216,0.6135327,0.32522124,5
12377150,47.33686,-113.92516,32390101.5134,2128.65625,0.24709675,0.56351453,0.31185815,5
12381400,47.13612,-113.79674,148952778.202,1828.60135135,0.24709675,0.56351453,0.31185815,5
12383500,47.13778,-113.92311,17699380.4519,1923.66666667,0.24709675,0.56351453,0.31185815,5
12388400,47.24214,-114.39995,76557478.3092,1572.7012987,0.23511787,0.6812486,0.27645984,5
12390700,47.54662,-115.51775,469739774.452,1356.16772824,0.4647951,0.8564542,0.4624443,8
12411000,47.88082,-116.20144,866120102.147,1202.90804598,0.54379046,0.8653845,0.34278598,1
12414500,47.20179,-115.73029,2660415935.2,1387.41550621,0.49589786,0.857148,0.42737398,8
12447390,48.87455,-120.17706,58399375.4104,1957.87719298,0.6395772,0.82528824,0.5776743,8
12451000,48.39009,-120.85942,830333301.511,1528.58645707,0.7714884,0.8432597,0.6363547,8
12488500,46.91894,-121.37304,206113257.02,1483.15165877,0.7812785,0.89248997,0.5475376,8
13011500,43.988,-110.35561,405212478.092,2469.091133,0.29298595,0.6137734,0.4073504,5
13011900,43.87215,-110.10773,848011300.626,2742.33884298,0.27815318,0.5750704,0.42058885,5
13018300,43.44024,-110.65675,29472368.4924,2544.86666667,0.2557106,0.70017177,0.43934774,5
13023000,42.90541,-110.73945,1163742159.15,2468.38242894,0.25147116,0.6920456,0.43853816,5
13083000,42.15317,-114.11027,181854520.17,1994.89830508,0.12918995,0.42157534,0.25446713,6
13161500,41.7042,-115.55631,990358977.892,2043.49243189,0.1632334,0.6710691,0.41770807,5
13235000,44.14179,-115.30613,1158492402.31,2093.44540728,0.2791195,0.7960722,0.5541936,5
13240000,44.95118,-115.92988,126018049.189,2131.3968254,0.30225977,0.8044398,0.46009156,5
13310700,44.74935,-115.71912,854760487.113,1935.78873239,0.29959613,0.8039687,0.46340936,5
13313000,44.74458,-115.50648,564967643.138,2182.05114638,0.28888237,0.7816333,0.49292204,5
13331500,45.32122,-117.57786,619116823.682,1748.0557377,0.23386617,0.7615125,0.2814274,5
13337000,46.41229,-114.95985,3052721546.62,1594.98135427,0.28442407,0.77134985,0.36474407,5
13338500,45.85533,-115.78348,3025703344.64,1397.35175381,0.32338873,0.801762,0.36960608,5
13340600,46.70034,-115.27194,3354672306.43,1461.88832638,0.3563795,0.8204286,0.39761654,5
